date,open,high,low,close,volume,daily_return,sma_10,sma_50,target_price,target_trend
2021-02-22,731.7168917,745.3798889,729.0647536,733.1139526,29451838,0.005782647357632342,749.17094115,698.6078637640001,724.1868286,0
2021-02-23,735.8370775,737.7077262,721.1085078,724.1868286,18239906,-0.012176993724290375,745.2543701000001,699.9940551699999,760.795166,1
2021-02-24,722.9318412,764.3470748,718.0775658,760.795166,14314332,0.050550957231259463,746.42413328,702.213287348,760.7714233,0
2021-02-25,762.3579308,774.908007,758.6876255,760.7714233,20109570,-3.120774297871165e-05,748.03669431,704.2506616140001,726.6731567,0
2021-02-26,751.6075668,752.4836927,720.3270684,726.6731567,27912846,-0.044820645933428827,745.7847839100001,705.4223181079999,738.276062,1
2021-03-01,740.6913483,744.7405473,729.656729,738.276062,13536018,0.015967158265060455,743.05219114,706.5314599540001,742.6803589,1
2021-03-02,746.2322674,751.8206265,734.5346719,742.6803589,16110038,0.005965650420885371,740.2840636999999,708.017104486,751.5128174,1
2021-03-03,750.1631037,755.8461575,741.1649351,751.5128174,11222410,0.011892678181340433,740.30063475,710.0459533640001,735.0320435,0
2021-03-04,733.374486,744.0065101,728.8990461,735.0320435,16291438,-0.021930130156686323,740.19407958,711.740925288,724.5893555,0
2021-03-05,725.0629433,731.9773138,720.3744124,724.5893555,17445822,-0.014207119393428114,739.7631164500001,713.20289062,719.6166992,0
2021-03-08,730.2724253,736.429067,716.3015844,719.6166992,15117050,-0.00686272336497229,738.41339111,714.362233882,739.9810181,1
2021-03-09,731.6932307,741.4964761,728.4965127,739.9810181,15066696,0.02829884148413897,739.99281006,715.779683834,736.7841797,0
2021-03-10,744.479981,745.9007443,735.0792753,736.7841797,11055016,-0.004320162709319675,737.59171143,716.997277828,734.9846191,0
2021-03-12,757.7405378,757.7405378,726.981031,734.9846191,15631204,-0.0024424528234749943,735.0130310100001,718.128679194,723.9500122,0
2021-03-15,733.3033714,733.3033714,717.6276266,723.9500122,12230386,-0.015013384788258755,734.74071656,719.00339477,716.1358643,0
2021-03-16,725.0156363,729.5147207,715.1176388,716.1358643,13722366,-0.010793767205353966,732.52669679,719.8283850060001,708.1794434,0
2021-03-17,721.8661411,728.8515606,705.7404548,708.1794434,21064428,-0.01111021147890301,729.07660524,720.579965818,706.1193848,0
2021-03-18,715.9463313,720.8243086,701.4545567,706.1193848,18065540,-0.002908950011468181,724.53726198,721.189000242,709.1977539,1
2021-03-19,703.2779062,715.6858839,698.0921428,709.1977539,21235020,0.0043595589729799045,721.95383302,721.91785156,695.7716064,0
2021-03-22,707.9664937,707.9664937,691.6277127,695.7716064,14015632,-0.018931458011770763,719.07205811,722.418909908,710.4528198,1
2021-03-23,696.1741347,713.9099764,695.7478941,710.4528198,19761428,0.021100621619157822,718.1556701699999,723.0677258259999,700.3417358,0
2021-03-24,706.0721373,713.4363936,696.6477275,700.3417358,16368900,-0.014231886647795067,714.1917419399999,723.32677978,693.0247803,0
2021-03-25,705.7406027,708.274344,686.8207909,693.0247803,23964356,-0.010447693070357866,709.8158020000001,723.1596057080001,706.2615356,1
2021-03-26,707.5401996,709.9081387,698.0684433,706.2615356,12021258,0.019099974021520527,706.9434936499999,723.3551977479999,735.8134155,1
2021-03-30,713.531142,740.0047142,711.1158555,735.8134155,25607644,0.04184268632850641,708.12983398,724.1598229919999,707.3745117,0
2021-03-31,733.1140001,733.1140001,704.6987288,707.3745117,30774506,-0.038649613068926225,707.2536987199999,724.415561518,704.1066895,0
2021-04-01,710.0975869,710.0975869,693.8061544,704.1066895,35763762,-0.004619649345502408,706.84642333,724.4501330520001,686.5128174,0
2021-04-05,700.9098971,703.2778359,677.7040965,686.5128174,16006586,-0.02498750879997147,704.88576659,723.9362890579999,682.0848999,0
2021-04-06,691.4382599,692.6932793,678.4856438,682.0848999,15075734,-0.0064498686517896475,702.17448119,723.4461267040001,685.3762817,1
2021-04-07,681.6349841,689.8753661,673.2288002,685.3762817,25088180,0.004825472313611634,701.13494872,723.184704584,678.5566406,0
2021-04-08,688.1230913,691.8644466,677.4673655,678.5566406,17613592,-0.009950214622374554,697.9453308,723.0828820739999,673.3234863,0
2021-04-09,675.3362346,678.5566549,670.1741157,673.3234863,28157816,-0.0077121849332617565,695.24350585,722.6935937439999,647.4182129,0
2021-04-12,659.7077929,662.5493197,640.7642813,647.4182129,22549128,-0.038473740968628434,690.68284911,722.2905712839998,663.1886597,1
2021-04-13,647.868106,666.0775337,644.5529914,663.1886597,18600682,0.024358979228216393,686.37556152,722.564302974,677.2780151,1
2021-04-15,665.3909709,680.4036836,658.7607406,677.2780151,34444984,0.021244867797307387,680.52202148,722.9393872019999,676.5912476,0
2021-04-16,679.5748161,684.3343968,674.1522587,676.5912476,15606526,-0.001014011210593635,677.44369507,722.483795162,668.8954468,0
2021-04-19,658.2870681,671.4054275,649.9045868,668.8954468,24069242,-0.011374372381106834,673.9225708,721.080554196,658.9500732,0
2021-04-20,674.8626117,675.5256462,655.4218095,658.9500732,23186270,-0.014868352965442755,671.16629638,719.343433834,673.6785889,1
2021-04-22,653.5511091,675.7150394,649.3125217,673.6785889,38485312,0.02235148958778499,670.32566528,717.860156246,669.7241821,0
2021-04-23,667.2851935,679.4090293,663.1175978,669.7241821,22713528,-0.005869871575489571,668.76045532,716.1225622520001,665.2961426,0
2021-04-26,669.1795393,676.7569438,664.3252645,665.2961426,30170952,-0.006611736022604564,667.4344055199999,714.22394775,681.350769,1
2021-04-27,666.4564553,682.913632,665.2961883,681.350769,20592906,0.024131548902805777,668.23713379,712.5839123479999,699.3945313,1
2021-04-28,680.1905216,700.4364014,677.7041855,699.3945313,24103940,0.02648233937782507,673.4347656299999,711.58985229,697.3580933,0
2021-04-29,703.8462235,712.110366,691.9118331,697.3580933,24078552,-0.0029117156466963445,676.85170899,710.6440978960001,668.8480225,0
2021-04-30,684.3343192,688.5019147,666.5747781,668.8480225,35232902,-0.04088297113622963,676.00870973,709.0372131319999,669.866272,1
2021-05-03,659.7078363,673.3945359,652.2725306,669.866272,22473700,0.0015223929289558402,675.33621217,707.122498778,657.5055542,0
2021-05-04,667.7350382,673.9153816,655.1139707,657.5055542,21486328,-0.018452515549252757,674.1972229099999,704.865377196,664.2542725,1
2021-05-05,663.4965435,667.5693872,654.3562753,664.2542725,14421612,0.010264123636508637,674.72764284,703.1235205080001,663.4491577,0
2021-05-06,666.6221728,668.1376885,660.6549781,663.4491577,11477044,-0.0012120581429906352,673.70469972,701.6705517579999,670.0083618,1
2021-05-07,669.1558806,674.8389344,667.8772166,670.0083618,12048334,0.009886521105458845,673.73311769,700.492739258,672.423645,1
2021-05-10,675.8098094,677.2305729,669.0848856,672.423645,11060050,0.0036048553088370294,674.44586793,699.2789331059998,664.7042236,0
2021-05-11,661.1286124,674.4837661,660.6787271,664.7042236,14519034,-0.011479996959357308,672.78121339,698.0892810060001,662.7861328,0
2021-05-12,662.9045298,667.0957703,657.7424111,662.7861328,13774926,-0.002885630528435157,669.1203735400001,696.129100342,656.7952271,0
2021-05-14,660.3471355,662.5019831,654.664082,656.7952271,10604142,-0.009038972608993556,665.0640869199999,694.0495764179999,682.0848999,1
2021-05-17,660.7260995,683.1978198,654.1669193,682.0848999,15120692,0.03850465374369949,666.38777466,693.157811282,699.3470459,1
2021-05-18,690.9408629,702.2122751,689.0702143,699.3470459,22165280,0.02530791401851995,669.33585205,692.37923096,690.5856934,0
2021-05-19,696.2687468,700.3652928,687.9099686,690.5856934,10130916,-0.012527903780196747,672.64386597,691.33733765,678.5566406,0
2021-05-20,690.6567745,694.2323857,676.5201899,678.5566406,10684184,-0.017418624386463355,674.07410278,689.878214114,709.1030273,1
2021-05-21,683.387187,711.2815196,683.387187,709.1030273,19341646,0.045016708808552686,678.6394897399999,689.35963379,715.0939331,1
2021-05-24,711.9209177,720.0666054,709.6713755,715.0939331,22146102,0.008448568923490773,683.1480468699999,689.169725342,700.4127197,0
2021-05-25,715.3544393,716.8935998,696.4109256,700.4127197,19236974,-0.020530468404836633,685.94695434,688.7856457519999,699.5129395,0
2021-05-26,700.9100005,704.2251153,696.1741221,699.5129395,12283990,-0.0012846428608340732,689.42782593,687.9762841799999,702.164978,1
2021-05-27,697.6421913,705.1722491,692.5984696,702.164978,20439496,0.0037912643930442247,693.36571045,687.283900146,712.0155029,1
2021-05-28,706.0720112,716.5382892,700.3179082,712.0155029,17750020,0.01402878982665512,698.88773803,686.8245178220001,717.8880615,1
2021-05-31,710.3817064,719.6166686,704.4618588,717.8880615,15661054,0.008247795976465966,702.46805419,686.703278808,715.9226685,0
2021-06-01,719.9955699,723.1685851,713.8152258,715.9226685,11030162,-0.0027377429788892904,704.12561645,686.6990148919999,712.276062,0
2021-06-02,715.1175889,715.2122833,707.0665961,712.276062,10624016,-0.005093575969092212,706.2946533100001,686.780947264,720.1139526,1
2021-06-03,714.1704026,722.1976927,704.5802497,720.1139526,10287260,0.01100400675826707,710.45038451,687.06083862,710.831665,0
2021-06-04,717.9591854,720.1613804,710.0028863,710.831665,9424476,-0.01289002603891487,710.62324828,687.0935168420001,710.3106689,0
2021-06-07,715.1175968,717.0119481,708.4873674,710.3106689,8091668,-0.0007329387893827422,710.14492186,687.384298092,702.3544922,0
2021-06-08,708.7479282,710.9974705,701.6204079,702.3544922,9872540,-0.011200981554058687,710.33909911,687.22233154,701.052124,0
2021-06-09,702.7570287,711.3289573,697.1450242,701.052124,10223442,-0.0018542889872043,710.49301756,687.2365393040001,701.4072876,1
2021-06-10,701.9045201,705.1722878,697.902726,701.4072876,11483540,0.0005066151115462603,710.4172485199999,687.40418945,703.9172363,1
2021-06-11,706.1194312,708.7478667,701.4072556,703.9172363,7205974,0.003578446851597805,709.6074218599999,687.357303464,700.6494751,0
2021-06-14,700.0811928,703.7514984,692.6458872,700.6494751,8881964,-0.004642252002772795,707.88356322,686.6540246559999,705.7642212,1
2021-06-15,703.751473,708.4873511,698.4473128,705.7642212,7569602,0.0073000070388549165,706.86771849,686.6218188460001,703.088501,0
2021-06-16,704.6987112,707.5402383,700.01018,703.088501,7702098,-0.0037912380928726286,705.94896239,686.601455076,694.3271484,0
2021-06-17,694.2798012,700.3180464,691.4382741,694.3271484,9283802,-0.012461237223391763,703.37028197,686.757741696,700.8152466,1
2021-06-18,695.9372691,705.645819,689.0702461,700.8152466,11938060,0.009344439742779764,702.36864013,687.1323486299999,705.0301514,1
2021-06-21,692.0775363,706.4983198,690.9646165,705.0301514,7260472,0.006014288102961007,701.84058838,687.525426024,702.7096558,0
2021-06-22,708.9609921,714.1704583,700.9099989,702.7096558,14366824,-0.003291342356624316,701.87610474,688.008486328,703.5147095,1
2021-06-23,705.6458547,709.3398628,700.2469419,703.5147095,7844868,0.0011456420064179795,702.12236329,688.612310792,713.3416748,1
2021-06-24,705.6458725,716.7514841,704.6986968,713.3416748,14785024,0.013968386399460186,703.31580201,689.93078003,717.532959,1
2021-06-25,715.6386075,720.8007268,713.6969089,717.532959,10383176,0.005875563349323709,704.67737428,691.017666016,714.3360596,0
2021-06-28,719.8533683,721.2741316,712.7495522,714.3360596,9356786,-0.004455404256907491,706.04603273,691.7588269060001,714.4313354,1
2021-06-29,716.7857179,717.3564596,709.7225126,714.4313354,10971692,0.00013337671915003568,706.91274415,692.5156286619999,712.4574585,0
2021-06-30,712.5050106,717.7370234,710.6500127,712.4574585,9679022,-0.0027628643960511123,707.8496398999999,693.3868688959999,707.1540527,0
2021-07-01,714.4075246,714.4075246,705.3704121,707.1540527,16911442,-0.007443821012367291,709.13233033,694.350948486,704.1337891,0
2021-07-02,706.32171,708.3431695,702.5166099,704.1337891,14827036,-0.0042710122192870514,709.4641845799999,694.9600524900001,711.2920532,1
2021-07-05,708.6760471,715.5965957,706.1076511,711.2920532,7373882,0.01016605680739957,710.0903747599999,695.791409912,729.9608765,1
2021-07-06,712.0293652,732.4817785,711.5537277,729.9608765,17669032,0.0262463543856728,712.81549683,697.08470459,732.2439575,1
2021-07-07,729.6279512,735.0264254,726.6314116,732.2439575,9629190,0.0031276758433229634,715.68842163,698.10256836,723.1829834,0
2021-07-08,725.3471572,731.3877299,719.853521,723.1829834,8420922,-0.0123742558845219,716.67255249,698.578337402,714.4074707,0
2021-07-09,719.4254692,721.0663952,712.2671021,714.4074707,10695842,-0.012134567462777524,716.36000366,698.91932495,707.2730103,0
2021-07-12,714.4075732,714.4075732,705.8460977,707.2730103,14458978,-0.009986542264191822,715.65369873,699.6878247060001,714.3361206,1
2021-07-13,711.6012052,716.3575798,705.8935555,714.3361206,18178142,0.009986398741560931,715.64417725,700.5772216779999,713.052002,0
2021-07-14,712.2671884,716.9522064,709.2230967,713.052002,9788494,-0.001797639182688049,715.7036316,701.6881506340001,723.3019409,1
2021-07-15,715.8344552,726.1795711,713.2898061,723.3019409,10438802,0.014374742474953406,717.31842042,702.869104002,724.086792,1
2021-07-16,726.7503506,727.7016257,722.3983136,724.086792,5170628,0.0010850946964464647,719.3137207100001,704.081856688,699.6627808,0
2021-07-19,707.272981,708.1528987,697.2845932,699.6627808,25111600,-0.03373077850590045,718.15079347,704.6749450679999,686.4162598,0
2021-07-20,685.869265,691.576915,683.0867973,686.4162598,24174250,-0.01893272211057695,713.7963318,704.954797364,689.0560303,1
2021-07-22,692.5757594,698.4736761,687.2961947,689.0560303,13207114,0.003845728393393699,709.47753908,705.4418334979999,686.2260742,0
2021-07-23,690.3879028,693.217923,682.6825977,686.2260742,13126684,-0.004107004329920616,705.78184816,705.9106323259999,682.3258057,0
2021-07-26,680.1616318,686.8205569,679.2579089,682.3258057,13167166,-0.005683649524024337,702.5736816599999,706.421243898,684.7990723,1
2021-07-27,683.0629838,689.6268044,683.0629838,684.7990723,22401430,0.0036247589924620627,700.32628786,706.475527346,674.1210938,0
2021-07-28,682.5636599,684.2996904,667.7950914,674.1210938,20670342,-0.01559286355943268,696.30478518,705.971008304,674.572876,1
2021-07-29,679.3292509,680.1378114,672.2184936,674.572876,13702230,0.0006701795925909693,692.45687258,705.650751956,678.4731445,1
2021-07-30,674.9296681,680.9940467,669.6738501,678.4731445,11655488,0.005781834163163246,687.97399294,705.649082034,676.6657104,0
2021-08-02,682.539822,682.539822,673.6216188,676.6657104,13258786,-0.00266397294373677,683.23188478,705.0003356960001,682.3970947,1
2021-08-03,670.6488718,684.8704446,670.6488718,682.3970947,12033120,0.008470038028987714,681.50531617,704.346398928,696.9516602,1
2021-08-04,685.3936455,701.327502,684.918008,696.9516602,22053948,0.021328586556187634,682.5588562099999,704.277177738,706.2503052,1
2021-08-05,697.8077399,716.8094921,693.1940795,706.2503052,18822408,0.013341879402843482,684.2782837,704.411925052,709.9603271,1
2021-08-06,705.6320375,713.4562512,701.0896761,709.9603271,13339270,0.005253126083887949,686.65170899,704.567832034,715.3112183,1
2021-08-09,709.6511206,716.9521443,702.0409209,715.3112183,10998048,0.007536887619984167,689.9502502500001,704.633746342,717.0949707,1
2021-08-10,708.2243187,722.8501735,708.2243187,717.0949707,14838346,0.0024936731794018563,693.17984009,704.617884526,711.0542603,0
2021-08-11,720.5432633,722.4220082,709.1993204,711.0542603,12585786,-0.008423863849028601,696.87315674,704.5205163620001,714.1221924,1
2021-08-12,712.0293757,717.0711218,708.3669899,714.1221924,8597674,0.004314624454546667,700.8280883799999,704.5574389699999,725.9179688,1
2021-08-13,714.0270306,728.2010521,713.9319263,725.9179688,16658428,0.016517868406185743,705.57257081,704.673519294,728.0107422,1
2021-08-16,725.8941785,730.1035588,723.6586475,728.0107422,6252778,0.002882933733489912,710.70707399,705.0171008379999,720.4243164,0
2021-08-17,721.6371571,724.8715152,715.9771176,720.4243164,8282666,-0.01042076079409815,714.5097961600001,705.219373788,719.6395874,0
2021-08-18,740.4249244,744.5392006,717.4278613,719.6395874,22985932,-0.0010892594574282155,716.77858888,705.5650756919999,720.4718628,1
2021-08-20,706.8210905,722.8738553,706.8210905,720.4718628,13150406,0.001156516976792421,718.20074464,705.9534704679999,725.1569214,1
2021-08-23,727.6540183,729.2236452,717.5705265,725.1569214,10843054,0.006502764149306506,719.7204040700001,706.428463144,741.4475098,1
2021-08-24,727.7253794,744.1348733,726.5124806,741.4475098,18381314,0.02246491472293899,722.3340332199999,707.179068614,740.7578735,0
2021-08-25,738.2369715,744.2776027,736.2868693,740.7578735,7727974,-0.000930121540479778,724.7003235,707.981236582,739.5212402,0
2021-08-26,737.2381569,747.2265448,734.1227079,739.5212402,11119002,-0.001669416342693797,727.54702149,708.656376962,736.5008545,0
2021-08-27,738.1893908,741.3523918,734.9788377,736.5008545,6382138,-0.004084244692124317,729.7848877,709.324624032,745.9185791,1
2021-08-30,739.9017526,746.7509448,737.9992024,745.9185791,9049166,0.012787119719492424,731.78494873,710.356452646,752.1731567,1
2021-08-31,743.6592338,753.1006266,743.0408819,752.1731567,12062576,0.00838506745273282,734.2011901799999,711.3836108480001,751.0792236,0
2021-09-01,749.1291213,760.0687847,748.8913026,751.0792236,12422558,-0.0014543633872809991,737.2666809,712.304592292,755.7880249,1
2021-09-02,748.7010142,757.2149375,747.3454589,755.7880249,9618524,0.006269380315741202,740.8815246500001,713.3661596740001,749.6286011,0
2021-09-03,754.4087237,760.0688223,745.94241,749.6286011,10735334,-0.008149671067909536,743.7971984799999,714.2884375059999,744.7056274,0
2021-09-06,751.483462,751.9590995,742.9219868,744.7056274,7876896,-0.00656721700956453,745.75206908,714.915716558,746.394165,1
2021-09-07,743.1836118,752.4585433,739.7114348,746.394165,7245496,0.0022673893386508936,746.2467346,715.492940678,749.7949219,1
2021-09-08,747.6783003,751.7450239,744.658014,749.7949219,6724080,0.004556247971204241,747.15043944,716.202117924,746.085022,0
2021-09-09,748.6534763,751.2456776,742.4701883,746.085022,8250948,-0.004947886137450785,747.8068176200001,716.8351916560001,739.8779297,0
2021-09-13,742.9457683,753.4097932,738.9742068,739.8779297,8959164,-0.00831955087821079,748.1445251399999,717.3836010800001,736.5485229,0
